anzsic_code,anzsic_desc,class_code,class_desc,group_code,group_desc,subdivision_code,subdivision_desc,division_code,division_desc,class_exclusions
C2599_21,Manufacturing n.e.c.,2599,Other Manufacturing n.e.c.,259,Other Manufacturing,25,Furniture and Other Manufacturing,C,Manufacturing,"manufacturing amplifiers, loudspeakers and other electronic musical equipment are included in Class 2429 Other Electronic Equipment Manufacturing | manufacturing electric toothbrushes are included in Class 2449 Other Domestic Appliance Manufacturing | manufacturing electrical signs are included in Class 2432 Electric Lighting Equipment Manufacturing | manufacturing metal signs are included in Class 2299 Other Fabricated Metal Product Manufacturing n.e.c. | and\ signwriting are included in Class 6924 Other Specialised Design Services."
D2611_01,"Electricity Generation using Oil Fired, Coal or Coal Derived Products",2611,Fossil Fuel Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in electricity generation using biomass gaseous products such as methane generated from waste products/vegetation are included in Class 2619 Other Electricity Generation.
D2611_02,Electricity Generation using Gas Fired Boilers,2611,Fossil Fuel Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in electricity generation using biomass gaseous products such as methane generated from waste products/vegetation are included in Class 2619 Other Electricity Generation.
D2611_03,Electricity Generation using Gas Turbine,2611,Fossil Fuel Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in electricity generation using biomass gaseous products such as methane generated from waste products/vegetation are included in Class 2619 Other Electricity Generation.
D2611_04,Power Station Operation - Fossil Fuel Electricity Generation,2611,Fossil Fuel Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in electricity generation using biomass gaseous products such as methane generated from waste products/vegetation are included in Class 2619 Other Electricity Generation.
D2612_01,Power Station Operation - Hydro-electricty Generation,2612,Hydro-Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in electricity generation using tidal generation processes are included in Class 2619 Other Electricity Generation.
D2619_01,Biomass Electricity Generation n.e.c.,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_02,Geothermal Electricty generation,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_03,Power Station Operation - Electricity Generation n.e.c.,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_04,Solar Electricty generation,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_05,Tidal Electricity Generation,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_06,Wind Electricity Generation,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2619_07,Electricity Generation - Nuclear,2619,Other Electricity Generation,261,Electricity Generation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged in electricity generation using biomass products such as mineral or fossil fuels (e.g. coal or coal derived products, mineral gases, mineral oil or mineral oil derived products) are included in Class 2611 Fossil Fuel Electricity Generation."
D2620_01,Electricity transmission,2620,Electricity Transmission,262,Electricity Transmission,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",No exclusion
D2620_02,Sub-Station Operation - Electricty Supply,2620,Electricity Transmission,262,Electricity Transmission,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services",No exclusion
D2630_01,Electricity Distribution,2630,Electricity Distribution,263,Electricity Distribution,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged as electric power brokers, or agents that arrange the sale of electricity via power distribution systems operated by others, are included in Class 2640 On Selling Electricity and Electricity Market Operation."
D2630_02,Electricity Supply - Distribution,2630,Electricity Distribution,263,Electricity Distribution,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","Units mainly engaged as electric power brokers, or agents that arrange the sale of electricity via power distribution systems operated by others, are included in Class 2640 On Selling Electricity and Electricity Market Operation."
D2640_01,Electricity Market Operation,2640,on Selling Electricity and Electricity Market Operation,264,on Selling Electricity and Electricity Market Operation,26,Electricity Supply,D,"Electricity, Gas, Water and Waste Services","trading in electricity contracts are included in Division K Financial and Insurance Services | the construction of electricity or other transmission lines or towers, pipelines, or any other civil engineering projects are included in Class 3224 Structural Steel Erection Services | the installation of electrical wiring or fittings in buildings or other construction projects are included in Class 3232 Electrical Services."
D2700_01,Coal Gas Distribution through Mains System,2700,Gas Supply,270,Gas Supply,27,Gas Supply,D,"Electricity, Gas, Water and Waste Services","treating natural gas to produce purified natural gas or liquefied hydrocarbon gases, or operating natural gas absorption or separation plants, are included in Class 0700 Oil and Gas Extraction | manufacturing liquefied petroleum gas in conjunction with petroleum refining are included in Class 1701 Petroleum Refining and Petroleum Fuel Manufacturing | construction repair or maintenance of gas mains are included in Class 9429 Other Machinery and Equipment Repair and Maintenance | wholesaling or retailing liquefied petroleum gas in bottles or bulk (except through a mains system) are included in Class 3321 Petroleum Product Wholesaling | operating pipelines for the transportation of gas are included in Class 5021 Pipeline Transport."
D2700_02,Fuel Gas Distribution through Mains System,2700,Gas Supply,270,Gas Supply,27,Gas Supply,D,"Electricity, Gas, Water and Waste Services","treating natural gas to produce purified natural gas or liquefied hydrocarbon gases, or operating natural gas absorption or separation plants, are included in Class 0700 Oil and Gas Extraction | manufacturing liquefied petroleum gas in conjunction with petroleum refining are included in Class 1701 Petroleum Refining and Petroleum Fuel Manufacturing | construction repair or maintenance of gas mains are included in Class 9429 Other Machinery and Equipment Repair and Maintenance | wholesaling or retailing liquefied petroleum gas in bottles or bulk (except through a mains system) are included in Class 3321 Petroleum Product Wholesaling | operating pipelines for the transportation of gas are included in Class 5021 Pipeline Transport."
D2700_03,"LPG, Liquefied Petroleum Gas Distribution through Mains System",2700,Gas Supply,270,Gas Supply,27,Gas Supply,D,"Electricity, Gas, Water and Waste Services","treating natural gas to produce purified natural gas or liquefied hydrocarbon gases, or operating natural gas absorption or separation plants, are included in Class 0700 Oil and Gas Extraction | manufacturing liquefied petroleum gas in conjunction with petroleum refining are included in Class 1701 Petroleum Refining and Petroleum Fuel Manufacturing | construction repair or maintenance of gas mains are included in Class 9429 Other Machinery and Equipment Repair and Maintenance | wholesaling or retailing liquefied petroleum gas in bottles or bulk (except through a mains system) are included in Class 3321 Petroleum Product Wholesaling | operating pipelines for the transportation of gas are included in Class 5021 Pipeline Transport."
D2700_04,"LPG, Liquefied Petroleum Gas Reforming for Distribution through Mains System",2700,Gas Supply,270,Gas Supply,27,Gas Supply,D,"Electricity, Gas, Water and Waste Services","treating natural gas to produce purified natural gas or liquefied hydrocarbon gases, or operating natural gas absorption or separation plants, are included in Class 0700 Oil and Gas Extraction | manufacturing liquefied petroleum gas in conjunction with petroleum refining are included in Class 1701 Petroleum Refining and Petroleum Fuel Manufacturing | construction repair or maintenance of gas mains are included in Class 9429 Other Machinery and Equipment Repair and Maintenance | wholesaling or retailing liquefied petroleum gas in bottles or bulk (except through a mains system) are included in Class 3321 Petroleum Product Wholesaling | operating pipelines for the transportation of gas are included in Class 5021 Pipeline Transport."
D2700_05,"LPG, Liquefied Petroleum Gas and Natural Gas Distribution through Mains System",2700,Gas Supply,270,Gas Supply,27,Gas Supply,D,"Electricity, Gas, Water and Waste Services","treating natural gas to produce purified natural gas or liquefied hydrocarbon gases, or operating natural gas absorption or separation plants, are included in Class 0700 Oil and Gas Extraction | manufacturing liquefied petroleum gas in conjunction with petroleum refining are included in Class 1701 Petroleum Refining and Petroleum Fuel Manufacturing | construction repair or maintenance of gas mains are included in Class 9429 Other Machinery and Equipment Repair and Maintenance | wholesaling or retailing liquefied petroleum gas in bottles or bulk (except through a mains system) are included in Class 3321 Petroleum Product Wholesaling | operating pipelines for the transportation of gas are included in Class 5021 Pipeline Transport."
D2811_01,Dam Operation - Water Supply,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_02,Desalination Plant Operation - Water Supply,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_03,Filtration Plant Operation - Water Supply,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_04,Mineral Water Supply from the ground,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_05,Pumping Station Operation - Water Supply,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_06,Reservoir Operation - Water Supply,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_07,Water Distribution by Pipeline,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_08,"Water Purification, Desalination, Filtration Plant Operation",2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2811_09,Water Supply System Operation,2811,Water Supply,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services","the construction or repair of water storage dams, mains or pumping stations are included in Class 3109 Other Heavy and Civil Engineering Construction | operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | the purification and bottling of water for retail sale are included in Division C Manufacturing | operating irrigation systems are included in Class 0529 Other Agriculture and Fishing Support Service"
D2812_01,Sewerage Pumping Station Operation,2812,Sewerage and Drainage Services,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in the construction or repair of sewerage or stormwater drainage systems are included in Class 3109 Other Heavy and Civil Engineering Construction.
D2812_02,Sewerage System Operation,2812,Sewerage and Drainage Services,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in the construction or repair of sewerage or stormwater drainage systems are included in Class 3109 Other Heavy and Civil Engineering Construction.
D2812_03,StormWater Drainage System Operation,2812,Sewerage and Drainage Services,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in the construction or repair of sewerage or stormwater drainage systems are included in Class 3109 Other Heavy and Civil Engineering Construction.
D2812_04,WasteWater Treatment - Sewerage and Drainage,2812,Sewerage and Drainage Services,281,"Water Supply, Sewerage and Drainage Services",28,"Water Supply, Sewerage and Drainage Services",D,"Electricity, Gas, Water and Waste Services",Units mainly engaged in the construction or repair of sewerage or stormwater drainage systems are included in Class 3109 Other Heavy and Civil Engineering Construction.
D2911_01,Bin Hiring and Waste Collection Service (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_02,Garbage Collection Service (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_03,Garbage Collection Service ,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_04,"Hazardous Waste, Solid, Collection Service (Excl Disposal or Sorting Facilities)",2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_05,"Industrial Waste, Solid, Collection Service (Excl Disposal or Sorting Facilities)",2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_06,"Industrial Waste, Solid, Collection Service",2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_07,Metal Barrel / Skip Hiring and Waste Collection Service (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_08,Mini Skip Hire,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_09,Night Soil Collection Dervice (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_10,Night Soil Collection and Disposal Service,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_11,Portable Toilet Hiring and Waste Collection Service,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_12,Rubbish Collection Service (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_13,Solid Waste Collection Service (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_14,Solid Waste Collection Services,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_15,Solid Waste Haulage Service - Local (Excl Disposal or Sorting Facilities),2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2911_16,Waste Transfer Stations ,2911,Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | liquid and other waste collection and haulage services are included in Class 2919 Other Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | road sweeping or street cleaning are included in Class 7311 Building and Other Industrial Cleaning Services."
D2919_01,Hazardous Waste (Excl Solid) Collection Service (Excl Disposal or Sorting Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2919_02,Industrial Waste (Excl Solid) Collection Service (Excl Recycling or Disposal Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2919_03,Liquid Waste Collection or Haulage Service (Excl Recycling or Disposal Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2919_04,Oil collection Service (Excl Recycling or Disposal Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2919_05,Septic Tank Waste Collection Service - no Repairs or Maintenance (Excl Recycling or Disposal Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2919_06,Waste Collection Service n.e.c. (Excl Recycling or Disposal Facilities),2919,Other Waste Collection Services,291,Waste Collection Services,29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services","operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | solid waste collection and haulage services are included in Class 2911 Solid Waste Collection Services | long distance haulage of waste are included in Division I Transport, Postal and Warehousing | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services."
D2921_01,Garbage Incinerators,2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
D2921_02,Garbage Disposal Service  (Incl Collection),2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
D2921_03,Hazardous Waste Treatment and Disposal Service (Incl Collection),2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
D2921_04,Operating Landfills (Incl Collection),2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
D2921_05,Operating Other Waste Treatment Facilities and Disposal Service (Incl Collection),2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
D2921_06,Rubbish Dump or Tip Operation (Incl Collection),2921,Waste Treatment and Disposal Services,292,"Waste Treatment, Disposal and Remediation Services",29,"Waste Collection, Treatment and Disposal Services",D,"Electricity, Gas, Water and Waste Services",operating sewerage or drainage systems or sewage treatment plants are included in Class 2812 Sewerage and Drainage Services | repair and maintenance of septic tanks are included in Class 3231 Plumbing Services.
